publish,event_id,record_type,evidence,disease,title,location,iso3,latitude,longitude,location_precision,published,updated,response,human_suspected,human_confirmed,human_deaths,animal_outbreaks,animal_sick,animal_deaths,animal_culled,species,source_id,source_name,source_level,source_kind,access_level,source_url,verification,summary
true,kemkes-profile-2024-mpox-banten,event,confirmed,Mpox,Mpox — tahun 2024 · Banten,"Banten, Indonesia",IDN,-6.41,106.06,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,2,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 228 / PDF 260; jumlah provinsi menjumlah menjadi 14 kasus.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
true,kemkes-profile-2024-mpox-di-yogyakarta,event,confirmed,Mpox,Mpox — tahun 2024 · DI Yogyakarta,"DI Yogyakarta, Indonesia",IDN,-7.88,110.43,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,2,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 228 / PDF 260; jumlah provinsi menjumlah menjadi 14 kasus.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
true,kemkes-profile-2024-mpox-jawa-barat,event,confirmed,Mpox,Mpox — tahun 2024 · Jawa Barat,"Jawa Barat, Indonesia",IDN,-7.09,107.67,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,1,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 228 / PDF 260; jumlah provinsi menjumlah menjadi 14 kasus.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
true,kemkes-profile-2024-mpox-jawa-timur,event,confirmed,Mpox,Mpox — tahun 2024 · Jawa Timur,"Jawa Timur, Indonesia",IDN,-7.54,112.24,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,1,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 228 / PDF 260; jumlah provinsi menjumlah menjadi 14 kasus.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
true,kemkes-profile-2024-legionellosis-jawa-barat,event,confirmed,Legionellosis,Legionellosis terkonfirmasi — tahun 2024 · Jawa Barat,"Jawa Barat, Indonesia",IDN,-7.09,107.67,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,10,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 229 / PDF 261; hanya 16 kasus konfirmasi yang dimuat dan 126 suspek tidak dihitung.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
true,kemkes-profile-2024-legionellosis-kepulauan-riau,event,confirmed,Legionellosis,Legionellosis terkonfirmasi — tahun 2024 · Kepulauan Riau,"Kepulauan Riau, Indonesia",IDN,3.95,108.14,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,4,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 229 / PDF 261; hanya 16 kasus konfirmasi yang dimuat dan 126 suspek tidak dihitung.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
true,kemkes-profile-2024-legionellosis-bali,event,confirmed,Legionellosis,Legionellosis terkonfirmasi — tahun 2024 · Bali,"Bali, Indonesia",IDN,-8.34,115.09,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,2,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 229 / PDF 261; hanya 16 kasus konfirmasi yang dimuat dan 126 suspek tidak dihitung.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
true,kemkes-profile-2024-polio-papua-pegunungan,event,confirmed,Polio cVDPV2,Polio cVDPV2 — tahun 2024 · Papua Pegunungan,"Papua Pegunungan, Indonesia",IDN,-4,138.9,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,1,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 229 / PDF 261; jumlah provinsi menjumlah menjadi 7 kasus cVDPV2.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
true,kemkes-profile-2024-polio-papua-selatan,event,confirmed,Polio cVDPV2,Polio cVDPV2 — tahun 2024 · Papua Selatan,"Papua Selatan, Indonesia",IDN,-6.71,139.69,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,3,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 229 / PDF 261; jumlah provinsi menjumlah menjadi 7 kasus cVDPV2.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
true,kemkes-profile-2024-polio-papua-tengah,event,confirmed,Polio cVDPV2,Polio cVDPV2 — tahun 2024 · Papua Tengah,"Papua Tengah, Indonesia",IDN,-3.74,136.5,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,1,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 229 / PDF 261; jumlah provinsi menjumlah menjadi 7 kasus cVDPV2.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
true,kemkes-profile-2024-polio-banten,event,confirmed,Polio cVDPV2,Polio cVDPV2 — tahun 2024 · Banten,"Banten, Indonesia",IDN,-6.41,106.06,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,1,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 229 / PDF 261; jumlah provinsi menjumlah menjadi 7 kasus cVDPV2.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
true,kemkes-profile-2024-polio-maluku-utara,event,confirmed,Polio cVDPV2,Polio cVDPV2 — tahun 2024 · Maluku Utara,"Maluku Utara, Indonesia",IDN,1.57,127.81,province,2024-12-31,2025-09-12,Surveilans penyakit infeksi emerging,,1,,,,,,,kemkes-profile-2024-cases,Kemenkes RI • Profil Kesehatan Indonesia 2024,Nasional,Laporan resmi,public,https://www.kemkes.go.id/id/profil-kesehatan-indonesia-2024,Terkonfirmasi dari sumber resmi Kemenkes RI; Bab VI halaman buku 229 / PDF 261; jumlah provinsi menjumlah menjadi 7 kasus cVDPV2.,Agregat kasus tahunan resmi dan de-identifikasi dari Profil Kesehatan Indonesia 2024.
